Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
294,Mt St Leonard Tower,439.550000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RSB near Healesville, Victoria OPEN",,,,
295,VK4GO,438.975000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4GO near Atherton, Queensland OPEN C4FM and D-Star hotspot only local",,,,
296,Snow Hill,146.900000,-,0.600000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK7REC near Campelltown, Tasmania OPEN",,,,
297,Mt Wandera,147.075000,+,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RMW near Batemans Bay, New South Wales OPEN",,,,
298,Hann Tableland,146.675000,-,0.600000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RHT near Mareeba, Queensland OPEN",,,,
299,Governor Phillip Tower,438.112500,-,5.400000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,12.50,,50W,"VK2RBV near Sydney, New South Wales OPEN",,,,
300,Dazzler Range,439.775000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK7RDR near Beaconsfield, Tasmania OPEN permanently connected to VK7RTV",,,,
301,Brown Hill,438.525000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK5RVH near Victor Harbor, South Australia OPEN",,,,
302,WICEN - portable,439.975000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK1RWP near Canberra, Australian Capital Territory OPEN WICEN - Portable",,,,
303,WICEN - Portable,439.925000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK1RWP near Canberra, Australian Capital Territory OPEN WICEN - Portable",,,,
304,WICEN - Portable,147.175000,+,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK1RWP near Canberra, Australian Capital Territory OPEN WICEN - Portable",,,,
305,Mt Clarence,438.025000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK6RAL near Albany, Western Australia OPEN",,,,
306,Avon Central,147.175000,+,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK6REC near Wooroloo, None",,,,
307,Roleystone,438.525000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK6RLM near Perth, Western Australia OPEN",,,,
308,Roleystone,146.750000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK6RLM near Perth, Western Australia OPEN",,,,
309,Strzelecki Lookout,438.925000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RHX near Newcastle, New South Wales OPEN currently on VK-DMR network",,,,
310,Mt Buller,439.675000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RZU near Vic Highlands, Victoria OPEN",,,,
311,Mt Lindsay,147.200000,+,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RCW near Orange, New South Wales OPEN",,,,
312,Mt Lindsay,439.300000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RCW near Orange, New South Wales OPEN FM, 25Khz channel width",,,,
313,VK3RCD,438.187500,-,5.400000,,88.5,88.5,023,NN,023,Tone->Tone,DN,12.50,,50W,"VK3RCD near Kinglake, Victoria OPEN AUS-REPEATER-NET",,,,
314,Mt Kanigan,146.775000,-,0.600000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RGN near Gympie North, Queensland OPEN",,,,
315,Red Light Hill,147.225000,+,0.600000,Tone,118.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RAY near Albury, New South Wales OPEN",,,,
316,Mt Duncan,146.625000,-,0.600000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK7RMD near Penguin, Tasmania OPEN",,,,
317,New South Wales,146.750000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RFS near Bega, New South Wales OPEN",,,,
318,Mt Ganghat,438.325000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2REE near Wingham, New South Wales OPEN",,,,
319,Wongawallan,439.825000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RBT near Gold Coast, Queensland OPEN",,,,
320,Wongawallan,147.200000,-,1.600000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RBT near Gold Coast, Queensland OPEN Split freq 1.6KHz",,,,
321,Mt Coot-tha,146.650000,-,0.600000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RMC near Brisbane, Queensland OPEN",,,,
322,Mt Coot-tha,438.800000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK4RMC near Brisbane, Queensland OPEN",,,,
323,VK8RKT,438.725000,-,7.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK8RKT near Katherine, Northern Territory OPEN",,,,
324,Old Gympie Railway Station,439.950000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RGY near Gympie, Queensland OPEN",,,,
325,Craignish,439.375000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RNL near Hervey Bay, Queensland OPEN",,,,
326,Craignish,147.275000,+,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RNL near Hervey Bay, Queensland OPEN",,,,
327,VK7RAD,438.675000,-,7.000000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK7RAD near Hobart, None OPEN",,,,
328,Bald Hill,146.975000,-,0.600000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RWO near Wodonga, Victoria OPEN",,,,
329,Goombargana Hill,146.700000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RWD near Walbundrie, New South Wales OPEN",,,,
330,Balranald,146.725000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RBL near Sunraysia, New South Wales OPEN",,,,
331,Gan Gan Hill,439.700000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2ROJ near Nelson Bay, New South Wales OPEN",,,,
332,VK2RYG,146.875000,-,0.600000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RYG near Young South, New South Wales OPEN",,,,
333,Mt Wombat,438.900000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK3RGV near Euroa, Victoria OPEN Repeater at Mt Wombat near Euroa Vic.",,,,
334,Mt Cotton,146.875000,-,0.600000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RDB near Redland, Queensland OPEN",,,,
335,Kellys Plain,438.650000,-,7.000000,Cross,88.5,123.0,023,NN,023,->Tone,FM,5.00,,50W,"VK2RAD near Armidale, New South Wales OPEN",,,,
336,Mt Lofty,439.850000,-,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RCR near Nymboida, New South Wales OPEN",,,,
337,CBD,438.175000,-,7.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RBH near Geelong, Victoria OPEN",,,,
338,Mt Moliagul No2,438.350000,-,7.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RCU near Wedderburn, Victoria OPEN",,,,
339,Mt Macedon,438.875000,-,7.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RHF near Melbourne North West, Victoria OPEN",,,,
340,Knights Hill,146.675000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RUW near Albion Park, New South Wales OPEN",,,,
341,Mt Ganghat,146.675000,-,0.600000,TSQL,88.5,123.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2REE near Wingham, New South Wales OPEN",,,,
342,Mt Coramba,146.850000,-,0.600000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RCH near Coffs Harbour, None  VK2RDO 146.650, VK2RCB 146.750 and VK2RCH 146.850 are linked.",,,,
343,Storey Park,439.975000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"VK2RNS near Hornsby, New South Wales OPEN",,,,
344,Blue Mtn,439.300000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"VK4RBM near Mackay, None OPEN D-Star permanently connected to DCS014B Reflector.",,,,
345,Carborough Range,146.875000,-,0.600000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RAS near Mackay, Queensland OPEN",,,,
346,Companion Hill,439.900000,-,5.000000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK7RAL near Burnie, Tasmania OPEN",,,,
347,Mt Faulkner,438.550000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK7RAF near Claremont, Tasmania OPEN",,,,
348,The Bluff,438.500000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK5RMN near Port Pirie, South Australia OPEN",,,,
349,Mt Gravatt,147.350000,+,0.600000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RBR near Brisbane, Queensland OPEN",,,,
350,Black Mtn,147.150000,+,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RAG near Noosa Heads, Queensland OPEN",,,,
351,Middlemount,147.050000,+,0.600000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4REP near Emerald, Queensland OPEN",,,,
352,Point Danger,439.950000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RPL near Portland, Victoria OPEN",,,,
353,CBD,147.037500,+,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DN,12.50,,50W,"VK3RNB near Melbourne, None",,,,
354,Glen Waverley,438.825000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK3RSU near Melbourne, Victoria OPEN",,,,
355,Mt Manton,438.100000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RYS near Yass, New South Wales OPEN",,,,
356,VK3RDR,438.262500,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"VK3RDR near Cranbourne, Victoria OPEN",,,,
357,Mt Arthur,438.412500,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"VK7RJG near Launceston, Tasmania OPEN",,,,
358,Engadine,438.425000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RLE near Loftus, New South Wales OPEN",,,,
359,CBD,438.762500,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"VK3RDS near Shepparton, Victoria OPEN",,,,
360,Wongawallan,438.712500,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"VK4RBT near Gold Coast, Queensland OPEN",,,,
361,Isaacs Ridge,438.812500,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"VK1RBM near Canberra, None  Note DMR repeaters have various shifts. Linked to the VKDMR.COM network",,,,
362,Wilkes Knob,438.887500,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"VK4RNX near Caloundra, Queensland OPEN",,,,
363,Karingal,438.912500,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"VK3RTE near Frankston, Victoria OPEN",,,,
364,Mt Kynoch,439.487500,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"VK4RTQ near Toowoomba, Queensland OPEN",,,,
365,Governor Phillip Tower,439.500000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RCG near Sydney, New South Wales OPEN",,,,
366,Brigadoon,439.862500,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"VK6RDM near Perth, Western Australia OPEN",,,,
367,High Range,438.025000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RHR near Mittagong, New South Wales OPEN",,,,
368,McCraes Knob,439.912500,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"VK2RCV near Grafton, New South Wales OPEN",,,,
369,Atherton,146.850000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RSD near Malanda, Queensland OPEN",,,,
370,Atherton,439.950000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4SDD near Malanda, Queensland OPEN",,,,
371,Mt Kynoch,147.050000,+,0.600000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RTQ near Toowoomba, Queensland OPEN",,,,
372,Wilkes Knob,147.050000,+,0.600000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RNX near Caloundra, Queensland OPEN",,,,
373,The Knobby,147.375000,+,0.600000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RVR near Ipswich, Queensland OPEN",,,,
374,Mt Crawney,146.825000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RAB near Wallabadah, New South Wales OPEN",,,,
375,Mt Woolooma,147.750000,-,1.600000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RTJ near Scone, New South Wales OPEN",,,,
376,VK3RVZ,438.600000,-,7.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RVZ near Brighton, Victoria OPEN",,,,
377,Mt Delegate,146.625000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RDH near Delegate, Victoria OPEN",,,,
378,Upwey,438.775000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK3RAJ near Ferntree Gully, Victoria OPEN",,,,
379,Willans Hill,439.800000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RTW near Wagga Wagga, New South Wales OPEN Standalone repeater. Not part of the WARC linked repeater system.",,,,
380,VK2RWE,439.800000,-,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RWE near Waterview Heights, New South Wales OPEN",,,,
381,Mt Buninyong,439.675000,-,7.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK3RBA near Ballarat, Victoria OPEN",,,,
382,Blackdown Tableland,146.637500,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,12.50,,50W,"VK4RBD near Rockhampton, Queensland OPEN",,,,
383,Black Mtn,146.650000,-,0.600000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RBY near Mackay, None OPEN",,,,
384,Mt Canobolas,146.700000,-,0.600000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RAO near Orange, New South Wales OPEN",,,,
385,VK2RMS,146.725000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RMS near Lightning Ridge, New South Wales OPEN",,,,
386,Gagebrook,146.800000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK7RAK near Hobart, Tasmania OPEN",,,,
387,SES Headquarters Building,146.850000,-,0.600000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK6RMH near Mandurah, Western Australia OPEN",,,,
388,Mt Arthur,146.875000,-,0.600000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RZL near Muswellbrook, New South Wales OPEN",,,,
389,VK2RLJ,146.875000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RLJ near Mt Perisher, New South Wales OPEN",,,,
390,Mt Haren,147.012500,-,1.600000,TSQL,88.5,123.0,023,NN,023,Tone->Tone,FM,12.50,,50W,"VK4RCA near Cairns, Queensland OPEN",,,,
391,Winter Hill,146.962500,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,12.50,,50W,"VK5REX near Port Lincoln, South Australia OPEN",,,,
392,Range Rd,147.037500,+,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,12.50,,50W,"VK5RWN near Banksia Park, South Australia OPEN",,,,
393,Mt Delegate,147.125000,+,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RDG near Delegate, Victoria OPEN",,,,
394,VK2RWK,147.150000,+,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RWK near Kurrajong Heights, New South Wales OPEN",,,,
395,Mt Sugarloaf,147.150000,+,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RWH near West Wallsend, New South Wales OPEN AUZCOM site vacated but WICEN are mobile",,,,
396,Mt Baw Baw,147.225000,+,0.600000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RWG near Vic Highlands, Victoria OPEN",,,,
397,VK3RMC,147.325000,+,0.600000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RMC near Dandenong Sth, None OPEN",,,,
398,Table Cape,147.375000,+,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK7RAC near Wynyard, Tasmania OPEN",,,,
399,Rochedale,147.925000,-,0.600000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RBA near Upper Mount Gravatt, Queensland OPEN",,,,
400,Mt Kynoch,438.025000,-,7.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RTQ near Toowoomba, Queensland OPEN S.E. QLD WICEN NETWORK",,,,
401,VK3RCP,438.025000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RCP near Ouyen, Victoria OPEN",,,,
402,Mt Major,438.075000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RDU near Shepparton, Victoria OPEN",,,,
403,Top of 150 foot tower,438.112500,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DN,12.50,,50W,"VK5RDF near Crafers, South Australia OPEN",,,,
404,VK3RTA,438.125000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK3RTA near Beulah, Victoria OPEN",,,,
405,Saddleback Mountain,438.300000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RIW near Kiama, New South Wales OPEN",,,,
406,5 km East of Moonta BALD HILL SA 5558,438.325000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK5RCT near Moonta, South Australia OPEN",,,,
407,Mt Fatigue,438.375000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RGS near Foster, Victoria OPEN",,,,
408,Mt Hotham,438.375000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RHO near Vic Highlands, Victoria OPEN",,,,
409,VK3RLV,438.375000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RLV near Callignee, Victoria OPEN",,,,
410,VK2RLJ,438.450000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RLJ near Mt Perisher, New South Wales OPEN",,,,
411,Sarina Beach Road Tower,438.450000,-,5.000000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RUS near Sarina, None OPEN Multimode Repeater",,,,
412,Wilkes Knob,438.550000,-,5.200000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"VK4RDS near Caloundra, Queensland OPEN",,,,
413,Seaview,438.575000,-,7.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RWD near Warragul, Victoria OPEN",,,,
414,Bald Hill,438.600000,-,7.000000,TSQL,88.5,123.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RWO near Wodonga, Victoria OPEN In AUS-REPEATERS-NET Room #24160",,,,
415,Black Mtn,438.625000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RAG near Noosa Heads, Queensland OPEN",,,,
416,Signal Hill,438.325000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RGN near Goulburn, New South Wales OPEN",,,,
417,Mt Wombat,438.650000,-,7.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RGV near Euroa, Victoria OPEN",,,,
418,White Hills,438.912500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,12.50,,50W,"VK3RCE near Bendigo, Victoria OPEN",,,,
419,Montpellier,439.575000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RGC near Geelong, Victoria OPEN",,,,
420,Mt Sugarloaf,439.625000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RWH near West Wallsend, New South Wales OPEN AUZCOM site vacated but WICEN are mobile",,,,
421,Snow Hill,439.700000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK7REC near Campbell Town, Tasmania OPEN",,,,
422,Pillaworta Hill,439.850000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK5RAC near Port Lincoln, South Australia OPEN",,,,
423,Mt Gray,439.950000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RGN near Goulburn, New South Wales OPEN",,,,
424,Rochedale,439.950000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RBA near Upper Mount Gravatt, Queensland OPEN",,,,
425,Mt Coot-tha,439.975000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RMC near Brisbane, Queensland OPEN",,,,
426,Wyangala Dam,438.825000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RBT near Cowra, New South Wales OPEN",,,,
427,Gan Gan Hill,438.825000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2ROJ near Nelson Bay, New South Wales OPEN",,,,
428,Mt Arthur,438.437500,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,50W,"VK7RJG near Launceston, Tasmania OPEN",,,,
429,Mt Arthur,438.462500,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,12.50,,50W,"VK7RJG near Launceston, Tasmania OPEN",,,,
430,Table Cape,438.700000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"VK7RAC near Wynyard, Tasmania OPEN",,,,
431,VK6RKB,438.325000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK6RKB near Boyanup, Western Australia OPEN",,,,
432,Brigadoon,438.075000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK6RDM near Perth, Western Australia OPEN",,,,
433,Terrey Hills,438.400000,-,5.400000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RMB near Sydney, New South Wales OPEN",,,,
434,VK2RPH,438.325000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RPH near Balranald, New South Wales OPEN",,,,
435,Upper Hermitage,438.050000,-,7.000000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK5RKW near Banksia Park, South Australia OPEN",,,,
436,White Hills,145.375000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RME near Bendigo, Victoria OPEN",,,,
437,Mt Grundy,146.925000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RPW near Walcha, New South Wales OPEN",,,,
438,Mt Grundy,438.225000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RPW near Walcha, New South Wales OPEN",,,,
439,Mt Kaputar,146.625000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RNW near Narrabri, New South Wales OPEN",,,,
440,Avoca Hill,439.750000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RMO near Tamworth, New South Wales OPEN",,,,
441,VK2RCZ,439.425000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RCZ near Springwood, None OPEN",,,,
442,Mt Edward,147.175000,+,0.600000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RDL near Mackay, Queensland OPEN",,,,
443,Mt Cotton,438.825000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK4RDB near Redland, None OPEN VKDMR network Static TGs TS1: 1,5,13; TS2: 505,3804 BM network (restricted TGs). BM TG 505424 keys TG9 on TS1 locally. BM PCalls enabled.",,,,
444,Toronto,438.737500,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"VK2RGP near Newcastle, New South Wales OPEN",,,,
445,VK3RAY,438.400000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK3RAY near Wodonga, Victoria OPEN",,,,
446,CBD,439.925000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK3RBQ near Dimboola, Victoria OPEN",,,,
447,CBD,438.325000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK3RHD near Horsham, None  Connected to FreeDMR &amp; Brandmeister.",,,,
448,VK3RTA,147.075000,+,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RTA near Beulah, Victoria OPEN",,,,
449,The Knobby,438.837500,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"VK4RVR near Ipswich, Queensland OPEN",,,,
450,Pretty Sally,145.012500,+,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,50W,"VK3RPT near Wallan, Victoria OPEN",,,,
